GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV
"Feb 11, 2026",SAC @ UTA,L,20,6,1,4,2,0,2
"Feb 01, 2026",SAC @ WAS,L,19,2,2,5,2,0,0
"Jan 30, 2026",SAC @ BOS,L,4,2,0,1,1,0,0
